name;department;line_id;station_id;type;name_station;num_docks_available;cargo_docks;is_installed;date_installed;repair_station;inflator_station;video_monitoring;lockers;vae_refills;automatic_sensors_counting;automatic_video_counting;price;price_navigo;url_subscription;url_find_out_more;project_owner;id_contrat;zdcname;zdcld;municipality;insee_code;intercommunality;x_long;y_lat;Geo Point;Geo Shape;code_sav
Chatillon-montrouge;92.0;METRO 13,TRAM 6;311;abri;;24;;true;2023;False;False;False;False;False;False;False;;NC;NC;;EPT - Vallée Sud Grand Paris;;Châtillon-Montrouge;461505;Châtillon;92020;EPT Vallée Sud Grand Paris;2.30088454840582;48.8104674945488;48.8104674945488, 2.30088454840582;"{""coordinates"": [2.30088454841, 48.8104674945], ""type"": ""Point""}";#N/A
Chaville - Velizy;78.0;RER C;688;abri;;16;;true;2025;False;False;False;False;False;False;False;;NC;NC;;IDFM;27.0;Chaville - Vélizy;69487;Viroflay;78686;CA Versailles Grand Parc;2.18318;48.799302;48.799302, 2.18318;"{""coordinates"": [2.18318, 48.799302], ""type"": ""Point""}";#N/A
Chelles - Gournay;77.0;RER E,TRAIN P;5;consigne;Chelles - Gournay;152;3;true;2012;True;True;True;True;True;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/5;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Chelles - Gournay;68407;Chelles;77108;CA Paris - Vallée de la Marne;2.5822157645607;48.873876046367;48.873876046367, 2.5822157645607;"{""coordinates"": [2.58221576456, 48.8738760464], ""type"": ""Point""}";548
Chelles - Gournay;77.0;RER E,TRAIN P;1078;abri;;52;52;true;2025;False;False;False;False;False;False;False;;NC;NC;;SNCF;68.0;Chelles - Gournay;68407;Chelles;77108;CA Paris - Vallée de la Marne;2.58205451874513;48.8745687085362;48.8745687085362, 2.58205451874513;"{""coordinates"": [2.58205451875, 48.8745687085], ""type"": ""Point""}";#N/A
Chevilly Larue (ex Porte De Thiais Min);94.0;METRO 14,TRAM 7;1101;abri;;62;;true;2024;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Chevilly-Larue​ (Marché International​);73753;Chevilly-Larue;94021;EPT Grand Orly Seine Bièvre;2.366986;48.759737;48.759737, 2.366986;"{""coordinates"": [2.366986, 48.759737], ""type"": ""Point""}";#N/A
Chevilly Larue (ex Porte De Thiais Min);94.0;METRO 14,TRAM 7;1102;abri;;48;;true;2024;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Chevilly-Larue​ (Marché International​);73753;Chevilly-Larue;94021;EPT Grand Orly Seine Bièvre;2.366505;48.759941;48.759941, 2.366505;"{""coordinates"": [2.366505, 48.759941], ""type"": ""Point""}";#N/A
Clamart;92.0;TRAIN N;630;consigne;Clamart;40;;true;2021;False;True;False;False;True;False;False;30 €;0 €;https://abris-velos.valleesud.fr;;EPT - Vallée Sud Grand Paris;61.0;Clamart;70505;Clamart;92023;EPT Vallée Sud Grand Paris;2.2721328;48.8139372;48.8139372, 2.2721328;"{""coordinates"": [2.2721328, 48.8139372], ""type"": ""Point""}";511
Conflans-fin-d'oise;78.0;RER A,TRAIN J,TRAIN L;1356;abri;;8;;true;2026;False;False;False;False;False;False;False;;NC;NC;;SNCF;68.0;Conflans Fin d'Oise;73605;Conflans Fin d'Oise;Conflans Fin d'Oise;CU Grand Paris Seine et Oise;2.0740966734066;48.989330733315;48.989330733315, 2.0740966734066;"{""coordinates"": [2.07409667341, 48.9893307333], ""type"": ""Point""}";#N/A
Corbeil-essonnes;91.0;RER D;7;consigne;Corbeil-essonnes;56;;true;2012;False;False;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/7;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Corbeil-Essonnes;60309;Corbeil-Essonnes;91174;CA Grand Paris Sud Seine Essonne Sénart;2.4734845539362;48.613418383836;48.613418383836, 2.4734845539362;"{""coordinates"": [2.47348455394, 48.6134183838], ""type"": ""Point""}";548
Corbeil-essonnes Zola;91.0;RER D,TZEN 4;1494;abri;;24;;true;2025;False;False;False;False;False;False;False;;NC;NC;;IDFM;23.0;Corbeil-Essonnes;60309;Corbeil-Essonnes;91174;CA Grand Paris Sud Seine Essonne Sénart;2.471535;48.613272;48.613272, 2.471535;"{""coordinates"": [2.471535, 48.613272], ""type"": ""Point""}";#N/A
Coteaux-beauclair;93.0;METRO 11;1039;abri;;46;;true;2024;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Coteaux Beauclair;490783;Rosny-sous-Bois;93064;EPT Est Ensemble;2.4672941;48.8822902;48.8822902, 2.4672941;"{""coordinates"": [2.4672941, 48.8822902], ""type"": ""Point""}";#N/A
Coteaux-beauclair;93.0;METRO 11;1041;abri;;28;;true;2024;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Coteaux Beauclair;490783;Rosny-sous-Bois;93064;EPT Est Ensemble;2.4667847;48.8816219;48.8816219, 2.4667847;"{""coordinates"": [2.4667847, 48.8816219], ""type"": ""Point""}";#N/A
Creteil-pointe Du Lac;94.0;METRO 8;493;abri;;40;;true;2025;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Pointe du Lac;69884;Créteil;94028;EPT Grand Paris Sud Est Avenir;2.4635416;48.7688172;48.7688172, 2.4635416;"{""coordinates"": [2.4635416, 48.7688172], ""type"": ""Point""}";#N/A
Drancy;93.0;RER B;226;consigne;Drancy;28;;true;2021;False;False;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/226;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Drancy;72652;Drancy;93029;EPT Paris Terres d'Envol;2.4553925327744;48.932923757128;48.932923757128, 2.4553925327744;"{""coordinates"": [2.45539253277, 48.9329237571], ""type"": ""Point""}";548
Enghien-les-bains;95.0;TRAIN H;228;consigne;Enghien-les-bains;40;;true;2019;False;False;True;False;False;False;True;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/228;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Enghien-les-Bains;65485;Enghien-les-Bains;95210;CA Plaine Vallée;2.3075806887418;48.973062308726;48.973062308726, 2.3075806887418;"{""coordinates"": [2.30758068874, 48.9730623087], ""type"": ""Point""}";548
Epinay-sur-orge;91.0;RER C,TRAM 12;579;consigne;Epinay-sur-orge - Tram T12;40;;true;2025;True;True;True;False;False;True;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/579;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;IDFM;26.0;Épinay-sur-Orge;60915;Épinay-sur-Orge;91216;CA Paris Saclay;2.335123;48.670522;48.670522, 2.335123;"{""coordinates"": [2.335123, 48.670522], ""type"": ""Point""}";520
Epinay-sur-orge;91.0;RER C,TRAM 12;616;abri;;22;;true;2024;False;False;False;False;False;False;False;;NC;NC;;IDFM;26.0;Épinay-sur-Orge;60915;Épinay-sur-Orge;91216;CA Paris Saclay;2.335125;48.670505;48.670505, 2.335125;"{""coordinates"": [2.335125, 48.670505], ""type"": ""Point""}";#N/A
Epinay-sur-seine;93.0;RER C,TRAM 8,TRAM 11;255;consigne;Epinay-sur-seine;40;;true;2023;False;False;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/255;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Épinay-sur-Seine;72383;Épinay-sur-Seine;93031;EPT Plaine Commune;2.302637156258;48.954505645521;48.954505645521, 2.302637156258;"{""coordinates"": [2.30263715626, 48.9545056455], ""type"": ""Point""}";548
Epinay-villetaneuse;93.0;TRAIN H,TRAM 11;10;consigne;Epinay-villetaneuse;38;;true;2012;False;False;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/10;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Épinay - Villetaneuse;65227;Épinay-sur-Seine;93031;EPT Plaine Commune;2.3292007944422;48.957845413861;48.957845413861, 2.3292007944422;"{""coordinates"": [2.32920079444, 48.9578454139], ""type"": ""Point""}";548
Neuville Universite;95.0;RER A,TRAIN L;27;consigne;Neuville Universite;32;;true;2012;False;False;True;False;False;False;False;;NC;https://portail.cykleo.fr/veligo_cergypontoise;;CA - Cergy Pontoise;53.0;Neuville Université;66436;Neuville-sur-Oise;95450;CA de Cergy-Pontoise;2.07911114945;49.0143577214;49.0143577214, 2.07911114945;"{""coordinates"": [2.07911114945, 49.0143577214], ""type"": ""Point""}";523
Evry-courcouronnes;91.0;RER D,TRAM 12,TZEN 4;1156;abri;;24;;true;2025;False;False;False;False;False;False;False;;NC;NC;;SNCF;68.0;Évry - Courcouronnes;60450;Évry-Courcouronnes;91228;CA Grand Paris Sud Seine Essonne Sénart;2.427781;48.625928;48.625928, 2.427781;"{""coordinates"": [2.427781, 48.625928], ""type"": ""Point""}";#N/A
Evry-val De Seine;91.0;RER D;712;abri;;20;;true;2026;True;True;False;False;False;False;False;;NC;NC;;IDFM;23.0;Évry - Val de Seine;60522;Évry-Courcouronnes;91228;CA Grand Paris Sud Seine Essonne Sénart;2.45252;48.634465;48.634465, 2.45252;"{""coordinates"": [2.45252, 48.634465], ""type"": ""Point""}";#N/A
Fontenay-sous-bois;94.0;RER A;730;consigne;Fontenay-sous-bois;120;;true;2024;False;False;False;False;False;True;False;30 €;0 €;https://ratp.parkings-velos.iledefrance-mobilites.fr/;;RATP;65.0;Fontenay-sous-Bois;71630;Fontenay-sous-Bois;94033;EPT Paris Est Marne et Bois;2.4652806648624;48.8433877563212;48.8433877563212, 2.4652806648624;"{""coordinates"": [2.46528066486, 48.8433877563], ""type"": ""Point""}";526
Front Populaire;93.0;METRO 12;584;abri;;48;;true;2025;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Front Populaire;74041;Aubervilliers;93001;EPT Plaine Commune;2.3659483;48.9068703;48.9068703, 2.3659483;"{""coordinates"": [2.3659483, 48.9068703], ""type"": ""Point""}";#N/A
Gargenville;78.0;TRAIN J;716;consigne;Gargenville;12;;true;2025;False;False;False;False;False;True;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/716;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;IDFM;35.0;Gargenville;65732;Gargenville;78267;CU Grand Paris Seine et Oise;1.809149;48.98321;48.98321, 1.809149;"{""coordinates"": [1.809149, 48.98321], ""type"": ""Point""}";527
Grigny-centre;91.0;RER D;1276;abri;;46;;true;2026;False;False;True;False;False;False;False;;NC;NC;;SNCF;68.0;Grigny Centre;60797;Grigny;91286;CA Grand Paris Sud Seine Essonne Sénart;2.395468;48.653302;48.653302, 2.395468;"{""coordinates"": [2.395468, 48.653302], ""type"": ""Point""}";#N/A
Herblay;95.0;TRAIN J;662;abri;;14;0;true;2021;False;False;True;False;False;False;False;;NC;NC;;CA - Val Parisis;58.0;Herblay;65897;Herblay-sur-Seine;95306;CA Val Parisis;2.161172;48.990833;48.990833, 2.161172;"{""coordinates"": [2.161172, 48.990833], ""type"": ""Point""}";#N/A
Hôpital De Montfermeil;93.0;TRAM 4;337;consigne;Hôpital De Montfermeil;32;;true;2022;False;False;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/337;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Hôpital de Montfermeil;73329;Montfermeil;93047;EPT Grand Paris Grand Est;2.5713580631499;48.90035704833;48.90035704833, 2.5713580631499;"{""coordinates"": [2.57135806315, 48.9003570483], ""type"": ""Point""}";548
Hopital Intercommunal;94.0;TVM;215;abri;;12;;true;2020;False;False;False;False;False;False;False;;NC;NC;;Département - Val-de-Marne;;Hôpital Intercommunal;70292;Créteil;94028;EPT Grand Paris Sud Est Avenir;2.464638;48.797698;48.797698, 2.464638;"{""coordinates"": [2.464638, 48.797698], ""type"": ""Point""}";#N/A
Isles-armentieres-congis;77.0;TRAIN P;1177;abri;;12;;true;2025;False;False;False;False;False;False;False;;NC;NC;;IDFM;11.0;ISLES - ARMENTIÈRES - CONGIS;69162;Isles-les-Meldeuses;77231;CC du Pays de l'Ourcq;3.0072329749875;48.9977829669848;48.9977829669848, 3.0072329749875;"{""coordinates"": [3.00723297499, 48.997782967], ""type"": ""Point""}";#N/A
Issou-porcheville;78.0;TRAIN J;231;abri;;20;;true;2019;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Issou - Porcheville;65668;Issou;78314;CU Grand Paris Seine et Oise;1.78397344299;48.9792922588;48.9792922588, 1.78397344299;"{""coordinates"": [1.78397344299, 48.9792922588], ""type"": ""Point""}";#N/A
Issy-val-de-seine;92.0;RER C,TRAM 2;599;abri;;20;;true;2022;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Issy Val de Seine;71016;Issy-les-Moulineaux;92040;EPT Grand Paris Seine Ouest;2.26383693514;48.8294900219;48.8294900219, 2.26383693514;"{""coordinates"": [2.26383693514, 48.8294900219], ""type"": ""Point""}";#N/A
Jean Rostand;91.0;TZEN 4;1501;abri;;12;;true;2025;False;False;False;False;False;False;False;;NC;NC;;IDFM;23.0;NC;0;;#N/A;CA Grand Paris Sud Seine Essonne Sénart;2.432004;48.623748;48.623748, 2.432004;"{""coordinates"": [2.432004, 48.623748], ""type"": ""Point""}";#N/A
Joinville-le-pont;94.0;RER A;591;consigne;Joinville-le-pont;132;;true;2025;True;True;True;False;False;True;False;30 €;0 €;https://ratp.parkings-velos.iledefrance-mobilites.fr/;;RATP;65.0;Joinville-le-Pont;70640;Joinville-le-Pont;94042;EPT Paris Est Marne et Bois;2.4633937;48.819861;48.819861, 2.4633937;"{""coordinates"": [2.4633937, 48.819861], ""type"": ""Point""}";526
Jouy-en-josas;78.0;RER C,TRAIN V;955;abri;;20;;true;2025;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Jouy-en-Josas;63523;Jouy-en-Josas;78322;CA Versailles Grand Parc;2.163313;48.764973;48.764973, 2.163313;"{""coordinates"": [2.163313, 48.764973], ""type"": ""Point""}";#N/A
Jouy-en-josas;78.0;RER C,TRAIN V;956;abri;;20;;true;2024;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Jouy-en-Josas;63523;Jouy-en-Josas;78322;CA Versailles Grand Parc;2.163266;48.764917;48.764917, 2.163266;"{""coordinates"": [2.163266, 48.764917], ""type"": ""Point""}";#N/A
Juvisy;91.0;RER C,RER D;626;consigne;Juvisy - Mairie;120;;true;2020;False;False;True;False;False;True;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/626;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;IDFM;25.0;Juvisy;478505;Juvisy-sur-Orge;91326;EPT Grand Orly Seine Bièvre;2.382251;48.691457;48.691457, 2.382251;"{""coordinates"": [2.382251, 48.691457], ""type"": ""Point""}";518
La Barre-ormesson;95.0;TRAIN H;1433;consigne;La Barre-ormesson;20;0;true;2026;True;True;True;False;False;False;True;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/1433;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;La Barre Ormesson;65360;Deuil-la-Barre;95197;CA Plaine Vallée;2.317128;48.966164;48.966164, 2.317128;"{""coordinates"": [2.317128, 48.966164], ""type"": ""Point""}";548
La Barre-ormesson;95.0;TRAIN H;1434;abri;;6;0;true;2026;False;False;False;False;False;False;False;;NC;NC;;SNCF;68.0;La Barre Ormesson;65360;Deuil-la-Barre;95197;CA Plaine Vallée;2.31716;48.966123;48.966123, 2.31716;"{""coordinates"": [2.31716, 48.966123], ""type"": ""Point""}";#N/A
La Celle-saint-cloud;78.0;TRAIN L;987;abri;;50;;true;2025;False;False;True;False;False;False;False;;NC;NC;;SNCF;68.0;La Celle-Saint-Cloud;64251;La Celle-Saint-Cloud;78126;CA Versailles Grand Parc;2.138288;48.842405;48.842405, 2.138288;"{""coordinates"": [2.138288, 48.842405], ""type"": ""Point""}";548
La Celle-saint-cloud;78.0;TRAIN L;986;abri;;24;;true;2025;False;False;False;False;False;False;False;;NC;NC;;SNCF;68.0;La Celle-Saint-Cloud;64251;La Celle-Saint-Cloud;78126;CA Versailles Grand Parc;2.138183;48.842977;48.842977, 2.138183;"{""coordinates"": [2.138183, 48.842977], ""type"": ""Point""}";548
La Croix De Berny;92.0;RER B,TRAM 10;356;consigne;La Croix De Berny;76;2;true;2023;False;False;False;False;False;False;False;30 €;0 €;https://abris-velos.valleesud.fr;;EPT - Vallée Sud Grand Paris;61.0;La Croix de Berny;69813;Antony;92002;EPT Vallée Sud Grand Paris;2.304118;48.762534;48.762534, 2.304118;"{""coordinates"": [2.304118, 48.762534], ""type"": ""Point""}";511
La Frette-montigny;95.0;TRAIN J;874;abri;;14;0;true;2024;False;False;False;False;False;False;False;;NC;NC;;CA - Val Parisis;58.0;La Frette - Montigny;65659;La Frette-sur-Seine;95257;CA Val Parisis;2.180005;48.980451;48.980451, 2.180005;"{""coordinates"": [2.180005, 48.980451], ""type"": ""Point""}";#N/A
La Plaine-stade De France;93.0;RER B;103;consigne;La Plaine-stade De France;40;;true;2017;False;False;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/103;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;La Plaine Stade de France;72211;Saint-Denis;93066;EPT Plaine Commune;2.3621661977631;48.918263218079;48.918263218079, 2.3621661977631;"{""coordinates"": [2.36216619776, 48.9182632181], ""type"": ""Point""}";548
Le Clos La Garenne;94.0;TVM;216;abri;;12;;true;2020;False;False;False;False;False;False;False;;NC;NC;;Département - Val-de-Marne;;LE CLOS LA GARENNE;99999024;Fresnes;94034;EPT Grand Orly Seine Bièvre;2.327682;48.757517;48.757517, 2.327682;"{""coordinates"": [2.327682, 48.757517], ""type"": ""Point""}";#N/A
Le Mee;77.0;RER D;780;abri;;40;;true;2023;False;False;False;False;False;False;False;;NC;NC;;IDFM;18.0;Le Mée;62003;Le Mée-sur-Seine;77285;CA Melun Val de Seine;2.62681298660878;48.5373278982336;48.5373278982336, 2.62681298660878;"{""coordinates"": [2.62681298661, 48.5373278982], ""type"": ""Point""}";516
Le Petit Fresnes;94.0;TVM;217;abri;;12;;true;2020;False;False;False;False;False;False;False;;NC;NC;;Département - Val-de-Marne;;LE PETIT FRESNES;99999025;Fresnes;94034;EPT Grand Orly Seine Bièvre;2.324939;48.758451;48.758451, 2.324939;"{""coordinates"": [2.324939, 48.758451], ""type"": ""Point""}";#N/A
Les Boullereaux-champigny;94.0;RER E;1100;abri;;34;;true;2024;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Les Boullereaux Champigny;73098;Champigny-sur-Marne;94017;EPT Paris Est Marne et Bois;2.51216347510774;48.8249544028078;48.8249544028078, 2.51216347510774;"{""coordinates"": [2.51216347511, 48.8249544028], ""type"": ""Point""}";#N/A
Les Boullereaux-champigny;94.0;RER E;1099;abri;;14;;true;2024;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Les Boullereaux Champigny;73098;Champigny-sur-Marne;94017;EPT Paris Est Marne et Bois;2.51200975033273;48.8249479255911;48.8249479255911, 2.51200975033273;"{""coordinates"": [2.51200975033, 48.8249479256], ""type"": ""Point""}";#N/A
Les Clairieres-de-verneuil;78.0;TRAIN J;1228;abri;;10;;true;2025;False;False;False;False;False;False;False;;NC;NC;;IDFM;34.0;Les Clairières de Verneuil;65985;Verneuil-sur-Seine;78642;CU Grand Paris Seine et Oise;1.95523937002587;48.9920709539519;48.9920709539519, 1.95523937002587;"{""coordinates"": [1.95523937003, 48.992070954], ""type"": ""Point""}";#N/A
L'hay Les Roses;94.0;METRO 14;1087;abri;;40;;true;2024;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;L'Haÿ-les-Roses;69974;L'Haÿ-les-Roses;94038;EPT Grand Orly Seine Bièvre;2.35376680075023;48.7760704382974;48.7760704382974, 2.35376680075023;"{""coordinates"": [2.35376680075, 48.7760704383], ""type"": ""Point""}";#N/A
Lieusaint-moissy;77.0;RER D,TZEN 1;747;consigne;Lieusaint-moissy (sortie Côté Lieusaint);60;;true;2024;True;True;True;False;True;True;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/747;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;IDFM;19.0;Lieusaint - Moissy;62412;Lieusaint;77251;CA Grand Paris Sud Seine Essonne Sénart;2.568333;48.628039;48.628039, 2.568333;"{""coordinates"": [2.568333, 48.628039], ""type"": ""Point""}";515
Lieusaint-moissy;77.0;RER D,TZEN 1;830;consigne;Lieusaint-moissy (sortie Côté Moisy);60;;true;2024;True;True;True;False;True;True;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/830;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;IDFM;19.0;Lieusaint - Moissy;62412;Lieusaint;77251;CA Grand Paris Sud Seine Essonne Sénart;2.570539;48.628255;48.628255, 2.570539;"{""coordinates"": [2.570539, 48.628255], ""type"": ""Point""}";515
Lieusaint-moissy;77.0;RER D,TZEN 1;1190;abri;;40;;true;2024;False;False;True;False;False;False;False;;NC;https://idf-mobilites.fr/senart-parking-velos;;IDFM;19.0;Lieusaint - Moissy;62412;Lieusaint;77251;CA Grand Paris Sud Seine Essonne Sénart;2.56834095675136;48.628045905012;48.628045905012, 2.56834095675136;"{""coordinates"": [2.56834095675, 48.628045905], ""type"": ""Point""}";#N/A
Limay;78.0;TRAIN J;232;abri;;20;;true;2019;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Limay;65788;Limay;78335;CU Grand Paris Seine et Oise;1.74753589373065;48.9845086074347;48.9845086074347, 1.74753589373065;"{""coordinates"": [1.74753589373, 48.9845086074], ""type"": ""Point""}";#N/A
Chatou - Croissy;78.0;RER A;1150;abri;;34;;true;2025;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Chatou - Croissy;64483;Chatou;78146;CA Saint-Germain Boucles de Seine;2.157022;48.8855;48.8855, 2.157022;"{""coordinates"": [2.157022, 48.8855], ""type"": ""Point""}";#N/A
Lognes;77.0;RER A;23;consigne;Lognes;40;;true;2015;False;False;True;False;False;False;False;30 €;0 €;https://portail.cykleo.fr/park_paris_vallee_marne;;CA - Paris Vallée de la Marne;56.0;Lognes;68123;Lognes;77258;CA Paris - Vallée de la Marne;2.63355233775;48.839275174;48.839275174, 2.63355233775;"{""coordinates"": [2.63355233775, 48.839275174], ""type"": ""Point""}";510
Longjumeau;91.0;TRAM 12;891;consigne;Longjumeau;32;;true;2024;False;False;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/891;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Longjumeau;62977;Longjumeau;91345;CA Paris Saclay;2.2948279986856;48.702167167507;48.702167167507, 2.2948279986856;"{""coordinates"": [2.29482799869, 48.7021671675], ""type"": ""Point""}";548
Gabriel Peri;92.0;METRO 13;1364;abri;;10;;true;2024;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Gabriel Péri;72203;Asnières-sur-Seine;92004;EPT Boucle Nord de Seine;2.29451045;48.9160298;48.9160298, 2.29451045;"{""coordinates"": [2.29451045, 48.9160298], ""type"": ""Point""}";#N/A
Garches-marnes-la-coquette;92.0;TRAIN L;570;consigne;Garches-marnes-la-coquette;36;;true;2020;False;False;False;False;False;False;False;20 €;20 €;https://garches.fr/deplacements-et-stationnement/stationnement/;;Garches;62.0;Garches - Marnes-la-Coquette;70713;Garches;92033;EPT Paris Ouest La Défense;2.187367;48.83862;48.83862, 2.187367;"{""coordinates"": [2.187367, 48.83862], ""type"": ""Point""}";530
Louvres;95.0;RER D;1248;abri;;26;;true;2026;True;True;False;False;False;False;False;;NC;NC;;IDFM;6.0;Louvres;69300;Louvres;95351;CA Roissy Pays de France;2.502751;49.049375;49.049375, 2.502751;"{""coordinates"": [2.502751, 49.049375], ""type"": ""Point""}";#N/A
Lozere;91.0;RER B;938;abri;;24;;true;2023;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Lozère;63029;Palaiseau;91477;CA Paris Saclay;2.21210848;48.70608776;48.70608776, 2.21210848;"{""coordinates"": [2.21210848, 48.70608776], ""type"": ""Point""}";#N/A
Mairie Des Lilas;93.0;METRO 11;388;consigne;Mairie Des Lilas;28;;true;2024;False;False;False;False;False;True;False;30 €;0 €;https://ratp.parkings-velos.iledefrance-mobilites.fr/;;RATP;65.0;Mairie des Lilas;71909;Les Lilas;93045;EPT Est Ensemble;2.416213;48.879258;48.879258, 2.416213;"{""coordinates"": [2.416213, 48.879258], ""type"": ""Point""}";526
Malakoff - Plateau De Vanves;92.0;METRO 13;110;abri;;104;;true;2023;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Malakoff - Plateau de Vanves;73766;Malakoff;92046;EPT Vallée Sud Grand Paris;2.298395;48.822465;48.822465, 2.298395;"{""coordinates"": [2.298395, 48.822465], ""type"": ""Point""}";#N/A
Marchais Guesdon;91.0;TZEN 4;1508;abri;;6;;true;2025;False;False;False;False;False;False;False;;NC;NC;;IDFM;23.0;NC;0;;#N/A;CA Grand Paris Sud Seine Essonne Sénart;2.412396;48.632992;48.632992, 2.412396;"{""coordinates"": [2.412396, 48.632992], ""type"": ""Point""}";#N/A
Mery-sur-oise;95.0;TRAIN H;1124;abri;;24;;true;2025;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Méry-sur-Oise;66934;Méry-sur-Oise;95394;CC de la Vallée de l'Oise et des Trois Forêts;2.0984791837431;48.996732049578;48.996732049578, 2.0984791837431;"{""coordinates"": [2.09847918374, 48.9967320496], ""type"": ""Point""}";#N/A
Chatou - Croissy;78.0;RER A;1149;abri;;136;;true;2025;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;RATP;65.0;Chatou - Croissy;64483;Chatou;78146;CA Saint-Germain Boucles de Seine;2.156924;48.885455;48.885455, 2.156924;"{""coordinates"": [2.156924, 48.885455], ""type"": ""Point""}";#N/A
Maurecourt;78.0;TRAIN J;849;consigne;Maurecourt;10;;true;2025;True;True;True;False;False;False;False;30 €;0 €;https://idf-mobilites.fr/poissymur-parking-velos;;IDFM;34.0;Maurecourt;65827;Andrésy;78015;CU Grand Paris Seine et Oise;2.059841;48.987392;48.987392, 2.059841;"{""coordinates"": [2.059841, 48.987392], ""type"": ""Point""}";544
