name;department;line_id;station_id;type;name_station;num_docks_available;cargo_docks;is_installed;date_installed;repair_station;inflator_station;video_monitoring;lockers;vae_refills;automatic_sensors_counting;automatic_video_counting;price;price_navigo;url_subscription;url_find_out_more;project_owner;id_contrat;zdcname;zdcld;municipality;insee_code;intercommunality;x_long;y_lat;Geo Point;Geo Shape;code_sav
Ablon;94.0;RER C;203;abri;;12;;true;2020;False;False;False;False;False;False;False;;NC;NC;;Département - Val-de-Marne;;Ablon;69554;Ablon-sur-Seine;94001;EPT Grand Orly Seine Bièvre;2.41919806365016;48.7256003758382;48.7256003758382, 2.41919806365016;"{""coordinates"": [2.41919806365, 48.7256003758], ""type"": ""Point""}";#N/A
Ablon;94.0;RER C;205;abri;;12;;true;2020;False;False;False;False;False;False;False;;NC;NC;;Département - Val-de-Marne;;Ablon;69554;Ablon-sur-Seine;94001;EPT Grand Orly Seine Bièvre;2.41917483627;48.7255656257;48.7255656257, 2.41917483627;"{""coordinates"": [2.41917483627, 48.7255656257], ""type"": ""Point""}";#N/A
Aeroport D'orly;91.0;METRO 14;1351;abri;;68;;true;2024;False;False;False;False;False;False;False;;NC;NC;;ADP;50.0;Aéroport d’Orly (Terminal 4);63284;Paray-Vieille-Poste;91479;EPT Grand Orly Seine Bièvre;2.3615311;48.7276932;48.7276932, 2.3615311;"{""coordinates"": [2.3615311, 48.7276932], ""type"": ""Point""}";#N/A
Aime Cesaire;93.0;METRO 12;754;abri;;60;;true;2025;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Aimé Césaire;72491;Aubervilliers;93001;EPT Plaine Commune;2.37792119;48.90812668;48.90812668, 2.37792119;"{""coordinates"": [2.37792119, 48.90812668], ""type"": ""Point""}";#N/A
Amedee Gordini;91.0;TRAM 12;618;consigne;Amedee Gordini - Tram12;40;;true;2025;True;True;True;False;True;True;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/618;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;IDFM;25.0;Amédée Gordini;60856;Viry-Châtillon;91687;EPT Grand Orly Seine Bièvre;2.37315584607523;48.6589931889161;48.6589931889161, 2.37315584607523;"{""coordinates"": [2.37315584608, 48.6589931889], ""type"": ""Point""}";518
Arboretum;93.0;TRAM 4;1010;abri;;12;;true - non labellisé;2021;False;False;False;False;False;False;False;;NC;NC;;IDFM;;Arboretum;478648;Montfermeil;93047;EPT Grand Paris Grand Est;2.562723;48.897947;48.897947, 2.562723;"{""coordinates"": [2.562723, 48.897947], ""type"": ""Point""}";#N/A
Aulnay-sous-bois;93.0;RER B,TRAIN K,TRAM 4;179;abri;;29;;true;2021;False;False;False;False;False;False;False;;NC;NC;;Ville d'Aulnay-sous-Bois;52.0;Aulnay-sous-Bois;72646;Aulnay-sous-Bois;93005;EPT Paris Terres d'Envol;2.49496;48.93151;48.93151, 2.49496;"{""coordinates"": [2.49496, 48.93151], ""type"": ""Point""}";#N/A
Bagneux - Lucie Aubrac;92.0;METRO 4;279;abri;;58;;true;2024;False;False;False;False;False;False;False;;NC;NC;;EPT - Vallée Sud Grand Paris;;Bagneux - Lucie Aubrac;483315;Bagneux;92007;EPT Vallée Sud Grand Paris;2.31817248;48.8040255575;48.8040255575, 2.31817248;"{""coordinates"": [2.31817248, 48.8040255575], ""type"": ""Point""}";#N/A
Ballancourt;91.0;RER D;1111;consigne;Ballancourt;15;;true;2024;True;True;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/1111;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Ballancourt;59825;Ballancourt-sur-Essonne;91045;CC du Val d'Essonne;2.3714054811997;48.531902400112;48.531902400112, 2.3714054811997;"{""coordinates"": [2.3714054812, 48.5319024001], ""type"": ""Point""}";548
Berault;94.0;METRO 1;72;abri;;12;;true;2023;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Bérault;71650;Vincennes;94080;EPT Paris Est Marne et Bois;2.43104932148;48.8452036747;48.8452036747, 2.43104932148;"{""coordinates"": [2.43104932148, 48.8452036747], ""type"": ""Point""}";#N/A
Bessancourt;95.0;TRAIN H;284;abri;;20;0;true;2019;True;True;True;False;False;False;False;;NC;NC;;CA - Val Parisis;58.0;Bessancourt;66672;Bessancourt;95060;CA Val Parisis;2.21024650664;49.0353112661;49.0353112661, 2.21024650664;"{""coordinates"": [2.21024650664, 49.0353112661], ""type"": ""Point""}";#N/A
Bois Briard;91.0;TRAM 12;622;abri;;20;;true;2024;True;True;False;False;False;False;False;;NC;NC;;IDFM;23.0;Bois Briard;60387;Évry-Courcouronnes;91228;CA Grand Paris Sud Seine Essonne Sénart;2.41629997489679;48.6223119754651;48.6223119754651, 2.41629997489679;"{""coordinates"": [2.4162999749, 48.6223119755], ""type"": ""Point""}";#N/A
Bois-le-roi;77.0;TRAIN R;631;abri;;72;;true;2024;True;True;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Bois-le-Roi;61727;Bois-le-Roi;77037;CA du Pays de Fontainebleau;2.691317;48.475701;48.475701, 2.691317;"{""coordinates"": [2.691317, 48.475701], ""type"": ""Point""}";#N/A
Boissy-saint-leger;94.0;RER A;75;abri;;20;;true;2016;False;False;True;False;False;False;False;;NC;NC;;RATP;65.0;Boissy-Saint-Léger;72881;Boissy-Saint-Léger;94004;EPT Grand Paris Sud Est Avenir;2.50535865371;48.7527253311999;48.7527253311999, 2.50535865371;"{""coordinates"": [2.50535865371, 48.7527253312], ""type"": ""Point""}";#N/A
Bourg-la-reine;92.0;RER B;566;consigne;Bourg-la-reine;154;;true;2020;True;True;False;False;True;False;False;30 €;0 €;https://abris-velos.valleesud.fr;;EPT - Vallée Sud Grand Paris;61.0;Bourg-la-Reine;70033;Bourg-la-Reine;92014;EPT Vallée Sud Grand Paris;2.312568;48.779813;48.779813, 2.312568;"{""coordinates"": [2.312568, 48.779813], ""type"": ""Point""}";511
Boutigny-sur-essonne;91.0;RER D;921;consigne;Boutigny-sur-essonne;10;;true;2024;False;True;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/921;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Boutigny;59565;Boutigny-sur-Essonne;91099;CC des Deux Vallées;2.376494809756;48.434769780306;48.434769780306, 2.376494809756;"{""coordinates"": [2.37649480976, 48.4347697803], ""type"": ""Point""}";548
Bry-sur-marne;94.0;RER A;154;abri;;28;;true;2023;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Bry-sur-Marne;73166;Bry-sur-Marne;94015;EPT Paris Est Marne et Bois;2.52614061545;48.8444129837;48.8444129837, 2.52614061545;"{""coordinates"": [2.52614061545, 48.8444129837], ""type"": ""Point""}";#N/A
Buno-gironville;91.0;RER D;923;abri;;20;;true;2024;True;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Buno - Gironville;59447;Buno-Bonnevaux;91121;CC des Deux Vallées;2.387014;48.36996;48.36996, 2.387014;"{""coordinates"": [2.387014, 48.36996], ""type"": ""Point""}";#N/A
Bures-sur-yvette;91.0;RER B;815;abri;;14;;true;2021;False;False;False;False;False;False;False;;NC;NC;;IDFM;26.0;Bures-sur-Yvette;62851;Bures-sur-Yvette;91122;CA Paris Saclay;2.162917;48.69569;48.69569, 2.162917;"{""coordinates"": [2.162917, 48.69569], ""type"": ""Point""}";#N/A
Bussy-saint-georges;77.0;RER A;422;consigne;Bussy-saint-georges 3;80;;true;2024;True;True;False;False;True;False;False;30 €;0 €;https://portail.cykleo.fr/park_marne_et_gondoire;;CA - Marne et Gondoire;55.0;Bussy-Saint-Georges;68105;Bussy-Saint-Georges;77058;CA Marne et Gondoire;2.712296;48.837032;48.837032, 2.712296;"{""coordinates"": [2.712296, 48.837032], ""type"": ""Point""}";510
Bussy-saint-georges;77.0;RER A;132;consigne;Bussy-saint-georges 1;80;;true;2022;False;True;False;False;True;False;False;30 €;0 €;https://portail.cykleo.fr/park_marne_et_gondoire;;CA - Marne et Gondoire;55.0;Bussy-Saint-Georges;68105;Bussy-Saint-Georges;77058;CA Marne et Gondoire;2.709275;48.836697;48.836697, 2.709275;"{""coordinates"": [2.709275, 48.836697], ""type"": ""Point""}";510
Bussy-saint-georges;77.0;RER A;1031;abri;;48;;true;2023;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Bussy-Saint-Georges;68105;Bussy-Saint-Georges;77058;CA Marne et Gondoire;2.7102647;48.836913;48.836913, 2.7102647;"{""coordinates"": [2.7102647, 48.836913], ""type"": ""Point""}";#N/A
Bussy-saint-georges;77.0;RER A;421;abri;;8;;true;2024;False;False;False;False;False;False;False;;NC;NC;;CA - Marne et Gondoire;55.0;Bussy-Saint-Georges;68105;Bussy-Saint-Georges;77058;CA Marne et Gondoire;2.712285;48.83702;48.83702, 2.712285;"{""coordinates"": [2.712285, 48.83702], ""type"": ""Point""}";#N/A
Chanteloup-les-vignes;78.0;TRAIN J;60;abri;;20;;true;2015;False;False;False;False;False;False;False;;NC;NC;;CU - Grand Paris Seine et Oise;;Chanteloup-les-Vignes;65443;Chanteloup-les-Vignes;78138;CU Grand Paris Seine et Oise;2.02785813687;48.9705255455999;48.9705255455999, 2.02785813687;"{""coordinates"": [2.02785813687, 48.9705255456], ""type"": ""Point""}";#N/A
Chaville - Velizy;78.0;RER C;749;abri;;16;;true;2025;False;False;False;False;False;False;False;;NC;NC;;IDFM;27.0;Chaville - Vélizy;69487;Viroflay;78686;CA Versailles Grand Parc;2.185426;48.799499;48.799499, 2.185426;"{""coordinates"": [2.185426, 48.799499], ""type"": ""Point""}";#N/A
Chaville Rive Gauche;92.0;TRAIN N;875;abri;;36;;true;2025;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Chaville Rive Gauche;73718;Chaville;92022;EPT Grand Paris Seine Ouest;2.188347;48.804596;48.804596, 2.188347;"{""coordinates"": [2.188347, 48.804596], ""type"": ""Point""}";#N/A
Chilly-mazarin;91.0;TRAM 12;880;consigne;Chilly-mazarin;21;;true;2024;True;True;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/880;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Chilly-Mazarin;62939;Chilly-Mazarin;91161;CA Paris Saclay;2.3087499696609;48.700311194571;48.700311194571, 2.3087499696609;"{""coordinates"": [2.30874996966, 48.7003111946], ""type"": ""Point""}";548
Choisy-le-roi;94.0;RER C;88;abri;;30;;true;2017;False;False;False;False;False;False;False;;NC;NC;;Département - Val-de-Marne;;Choisy-le-Roi;69852;Choisy-le-Roi;94022;EPT Grand Orly Seine Bièvre;2.4106367324;48.7643927441;48.7643927441, 2.4106367324;"{""coordinates"": [2.4106367324, 48.7643927441], ""type"": ""Point""}";#N/A
Clichy - Montfermeil;93.0;TRAM 4;285;abri;;24;;true - non labellisé;2021;False;False;False;False;False;False;False;;NC;NC;;IDFM;;Clichy - Montfermeil;477278;Clichy-sous-Bois;93014;EPT Grand Paris Grand Est;2.554349;48.904478;48.904478, 2.554349;"{""coordinates"": [2.554349, 48.904478], ""type"": ""Point""}";#N/A
College Albert Camus;91.0;TZEN 4;1486;abri;;6;;true;2025;False;False;False;False;False;False;False;;NC;NC;;IDFM;23.0;NC;0;;#N/A;CA Versailles Grand Parc;2.399955;48.652035;48.652035, 2.399955;"{""coordinates"": [2.399955, 48.652035], ""type"": ""Point""}";#N/A
Conflans-sainte-honorine;78.0;TRAIN J;225;consigne;Conflans-sainte-honorine 2;40;;true;2019;False;False;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/225;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Conflans Sainte-Honorine;66095;Conflans-Sainte-Honorine;78172;CU Grand Paris Seine et Oise;2.0993698170656;48.997566889635;48.997566889635, 2.0993698170656;"{""coordinates"": [2.09936981707, 48.9975668896], ""type"": ""Point""}";548
Corbeil-essonnes Zola;91.0;RER D,TZEN 4;1495;abri;;24;;true;2025;False;False;False;False;False;False;False;;NC;NC;;IDFM;23.0;Corbeil-Essonnes;60309;Corbeil-Essonnes;91174;CA Grand Paris Sud Seine Essonne Sénart;2.471803;48.613378;48.613378, 2.471803;"{""coordinates"": [2.471803, 48.613378], ""type"": ""Point""}";#N/A
Cormeilles-en-parisis;95.0;TRAIN J;156;abri;;20;0;true;2016;True;True;True;False;False;False;False;;NC;NC;;CA - Val Parisis;58.0;Cormeilles-en-Parisis;65399;Cormeilles-en-Parisis;95176;CA Val Parisis;2.19275209401;48.9678841141999;48.9678841141999, 2.19275209401;"{""coordinates"": [2.19275209401, 48.9678841142], ""type"": ""Point""}";#N/A
Coteaux De L'orge;91.0;TRAM 12;617;abri;;20;;true;2024;False;False;False;False;False;False;False;;NC;NC;;IDFM;25.0;COTEAUX DE L'ORGE;486996;Morsang-sur-Orge;91434;CA Cœur d'Essonne Agglomération;2.362111;48.665402;48.665402, 2.362111;"{""coordinates"": [2.362111, 48.665402], ""type"": ""Point""}";#N/A
Coteaux-beauclair;93.0;METRO 11;1040;abri;;30;;true;2024;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Coteaux Beauclair;490783;Rosny-sous-Bois;93064;EPT Est Ensemble;2.4674089;48.8821901;48.8821901, 2.4674089;"{""coordinates"": [2.4674089, 48.8821901], ""type"": ""Point""}";#N/A
Creteil-pointe Du Lac;94.0;METRO 8;930;consigne;Creteil-pointe Du Lac;80;;true;2025;False;False;False;False;False;True;False;30 €;0 €;https://ratp.parkings-velos.iledefrance-mobilites.fr/;;RATP;65.0;Pointe du Lac;69884;Créteil;94028;EPT Grand Paris Sud Est Avenir;2.463299;48.76909;48.76909, 2.463299;"{""coordinates"": [2.463299, 48.76909], ""type"": ""Point""}";526
Creteil-universite;94.0;METRO 8;1047;consigne;Creteil-universite - Denfert-rochereau;116;4;true;2025;False;False;False;False;False;False;True;30 €;0 €;https://ratp.parkings-velos.iledefrance-mobilites.fr/;;RATP;65.0;Créteil - Université;70172;Créteil;94028;EPT Grand Paris Sud Est Avenir;2.4513559;48.7906572;48.7906572, 2.4513559;"{""coordinates"": [2.4513559, 48.7906572], ""type"": ""Point""}";526
Creteil-universite;94.0;METRO 8;1044;abri;;12;;true;2020;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Créteil - Université;70172;Créteil;94028;EPT Grand Paris Sud Est Avenir;2.4511822;48.7906885;48.7906885, 2.4511822;"{""coordinates"": [2.4511822, 48.7906885], ""type"": ""Point""}";#N/A
Creteil-universite;94.0;METRO 8;1408;abri;;8;;true;2025;False;False;False;False;False;False;False;30 €;0 €;https://ratp-parking-velos.iledefrance-mobilites.fr/;;RATP;65.0;Créteil - Université;70172;Créteil;94028;EPT Grand Paris Sud Est Avenir;2.4504526;48.7892265;48.7892265, 2.4504526;"{""coordinates"": [2.4504526, 48.7892265], ""type"": ""Point""}";#N/A
Dourdan;91.0;RER C;1166;abri;;22;2;true;2025;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Dourdan;59836;Dourdan;91200;CC Le Dourdannais en Hurepoix;2.0102091;48.5333613;48.5333613, 2.0102091;"{""coordinates"": [2.0102091, 48.5333613], ""type"": ""Point""}";#N/A
Drancy;93.0;RER B;227;abri;;6;;true;2021;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Drancy;72652;Drancy;93029;EPT Paris Terres d'Envol;2.45476634734;48.9327062122;48.9327062122, 2.45476634734;"{""coordinates"": [2.45476634734, 48.9327062122], ""type"": ""Point""}";#N/A
Epinay-sur-orge;91.0;RER C;645;consigne;Epinay-sur-orge - Rer C;16;;true;2020;False;False;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/645;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Épinay-sur-Orge;60915;Épinay-sur-Orge;91216;CA Paris Saclay;2.3312821520442;48.669354314063;48.669354314063, 2.3312821520442;"{""coordinates"": [2.33128215204, 48.6693543141], ""type"": ""Point""}";548
Epinay-sur-seine;93.0;RER C,TRAM 8,TRAM 11;1018;abri;;20;;true;2023;False;False;True;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Épinay-sur-Seine;72383;Épinay-sur-Seine;93031;EPT Plaine Commune;2.30234039642;48.9533965028999;48.9533965028999, 2.30234039642;"{""coordinates"": [2.30234039642, 48.9533965029], ""type"": ""Point""}";#N/A
Étampes;91.0;RER C;881;abri;;8;;true;2023;False;False;False;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Étampes;478855;Étampes;91223;CA Étampois Sud-Essonne;2.160151;48.43792;48.43792, 2.160151;"{""coordinates"": [2.160151, 48.43792], ""type"": ""Point""}";#N/A
Fontainebleau-avon;77.0;TRAIN R;374;consigne;Fontainebleau-avon - Cargos;23;3;true;2025;True;True;False;True;False;False;True;30 €;0 €;https://idf-mobilites.fr/pays-de-fontainebleau-parking-velos;;CA - Pays de Fontainebleau;57.0;Fontainebleau - Avon;61579;Avon;77014;CA du Pays de Fontainebleau;2.725668326;48.416806597;48.416806597, 2.725668326;"{""coordinates"": [2.725668326, 48.416806597], ""type"": ""Point""}";511
Fontenay-aux-roses;92.0;RER B;796;abri;;20;;true;2022;False;False;False;False;False;False;False;;NC;NC;;EPT - Vallée Sud Grand Paris;;Fontenay-aux-Roses;70133;Fontenay-aux-Roses;92032;EPT Vallée Sud Grand Paris;2.291858;48.787491;48.787491, 2.291858;"{""coordinates"": [2.291858, 48.787491], ""type"": ""Point""}";#N/A
Fontenay-aux-roses;92.0;RER B;593;consigne;Fontenay-aux-roses - Sud;20;;true;2022;False;False;False;False;False;False;False;30 €;0 €;https://abris-velos.valleesud.fr;;EPT - Vallée Sud Grand Paris;61.0;Fontenay-aux-Roses;70133;Fontenay-aux-Roses;92032;EPT Vallée Sud Grand Paris;2.292708;48.787498;48.787498, 2.292708;"{""coordinates"": [2.292708, 48.787498], ""type"": ""Point""}";511
Fontenay-aux-roses;92.0;RER B;929;consigne;Fontenay-aux-roses - Nord;20;;true;2024;True;True;False;False;True;False;False;30 €;0 €;https://abris-velos.valleesud.fr;;EPT - Vallée Sud Grand Paris;61.0;Fontenay-aux-Roses;70133;Fontenay-aux-Roses;92032;EPT Vallée Sud Grand Paris;2.291167;48.787639;48.787639, 2.291167;"{""coordinates"": [2.291167, 48.787639], ""type"": ""Point""}";511
Fontenay-aux-roses;92.0;RER B;928;abri;;12;;true;2024;False;False;False;False;False;False;False;;NC;NC;;EPT - Vallée Sud Grand Paris;;Fontenay-aux-Roses;70133;Fontenay-aux-Roses;92032;EPT Vallée Sud Grand Paris;2.291222;48.787639;48.787639, 2.291222;"{""coordinates"": [2.291222, 48.787639], ""type"": ""Point""}";#N/A
Fontenay-le-fleury;78.0;TRAIN N;883;consigne;Fontenay-le-fleury;72;;true;2025;False;False;False;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/883;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Fontenay-le-Fleury;63999;Fontenay-le-Fleury;78242;CA Versailles Grand Parc;2.0404225948247;48.807526821441;48.807526821441, 2.0404225948247;"{""coordinates"": [2.04042259482, 48.8075268214], ""type"": ""Point""}";548
Fontenay-le-fleury;78.0;TRAIN N;884;abri;;72;;true;2025;False;False;False;False;False;False;False;;NC;NC;;SNCF;68.0;Fontenay-le-Fleury;63999;Fontenay-le-Fleury;78242;CA Versailles Grand Parc;2.040525;48.807525;48.807525, 2.040525;"{""coordinates"": [2.040525, 48.807525], ""type"": ""Point""}";#N/A
Fontenay-sous-bois;94.0;RER A;14;abri;;20;;true;2015;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Fontenay-sous-Bois;71630;Fontenay-sous-Bois;94033;EPT Paris Est Marne et Bois;2.46284250436981;48.8439245254668;48.8439245254668, 2.46284250436981;"{""coordinates"": [2.46284250437, 48.8439245255], ""type"": ""Point""}";#N/A
Saint-ouen-l'aumone;95.0;RER C,TRAIN H;660;consigne;Saint-ouen-l'aumone;18;;true;2020;False;False;False;False;False;False;False;30 €;NC;https://portail.cykleo.fr/veligo_cergypontoise;;CA - Cergy Pontoise;53.0;Saint-Ouen-l'Aumône;66803;Saint-Ouen-l'Aumône;95572;CA de Cergy-Pontoise;2.104306;49.045167;49.045167, 2.104306;"{""coordinates"": [2.104306, 49.045167], ""type"": ""Point""}";523
Front Populaire;93.0;METRO 12;554;abri;;60;;true;2025;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Front Populaire;74041;Aubervilliers;93001;EPT Plaine Commune;2.3668469;48.9067909;48.9067909, 2.3668469;"{""coordinates"": [2.3668469, 48.9067909], ""type"": ""Point""}";#N/A
Garibaldi;93.0;METRO 13;833;abri;;12;;true;2023;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Garibaldi;72128;Saint-Ouen-sur-Seine;93070;EPT Plaine Commune;2.3319435;48.9063719;48.9063719, 2.3319435;"{""coordinates"": [2.3319435, 48.9063719], ""type"": ""Point""}";#N/A
Gif-sur-yvette;91.0;RER B;1425;abri;;12;;true;2023;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Gif-Sur-Yvette;62890;Gif-sur-Yvette;91272;CA Paris Saclay;2.13738146320198;48.6980804586531;48.6980804586531, 2.13738146320198;"{""coordinates"": [2.1373814632, 48.6980804587], ""type"": ""Point""}";#N/A
Gretz-armainvilliers;77.0;RER E;336;consigne;Gretz-armainvilliers;12;;true;2019;False;False;False;False;False;True;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/336;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Gretz-Armainvilliers;67658;Gretz-Armainvilliers;77215;CC Les Portes Briardes entre Villes et Forêts;2.7285480464237;48.745788139902;48.745788139902, 2.7285480464237;"{""coordinates"": [2.72854804642, 48.7457881399], ""type"": ""Point""}";548
Grigny Cœur De Ville;91.0;TZEN 4;1497;abri;;12;;true;2025;False;False;False;False;False;False;False;;NC;NC;;IDFM;23.0;NC;0;;#N/A;CA Grand Paris Sud Seine Essonne Sénart;2.391281;48.651822;48.651822, 2.391281;"{""coordinates"": [2.391281, 48.651822], ""type"": ""Point""}";#N/A
Grigny-centre;91.0;RER D;18;consigne;Grigny-centre;40;;true;2016;False;False;True;False;False;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/18;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Grigny Centre;60797;Grigny;91286;CA Grand Paris Sud Seine Essonne Sénart;2.3955976959232;48.653297254351;48.653297254351, 2.3955976959232;"{""coordinates"": [2.39559769592, 48.6532972544], ""type"": ""Point""}";548
Gros Noyer Saint Prix;95.0;TRAIN H;821;abri;;34;0;true;2023;False;False;False;False;False;False;False;;NC;NC;;CA - Val Parisis;58.0;Gros Noyer Saint-Prix;66063;Ermont;95219;CA Val Parisis;2.25872349596446;48.9971632412277;48.9971632412277, 2.25872349596446;"{""coordinates"": [2.25872349596, 48.9971632412], ""type"": ""Point""}";#N/A
Groslay;95.0;TRAIN H;1059;consigne;Groslay;40;;true;2024;True;True;True;False;True;False;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/1059;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Groslay;65749;Groslay;95288;CA Plaine Vallée;2.3530711148785;48.984281803065;48.984281803065, 2.3530711148785;"{""coordinates"": [2.35307111488, 48.9842818031], ""type"": ""Point""}";548
Groslay;95.0;TRAIN H;1060;abri;;35;;true;2024;False;False;True;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Groslay;65749;Groslay;95288;CA Plaine Vallée;2.353229;48.984549;48.984549, 2.353229;"{""coordinates"": [2.353229, 48.984549], ""type"": ""Point""}";#N/A
Groslay;95.0;TRAIN H;1061;abri;;20;;true;2024;False;False;True;False;False;False;False;;NC;NC;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;SNCF;68.0;Groslay;65749;Groslay;95288;CA Plaine Vallée;2.353065;48.9842715;48.9842715, 2.353065;"{""coordinates"": [2.353065, 48.9842715], ""type"": ""Point""}";#N/A
Herblay;95.0;TRAIN J;661;consigne;Herblay;82;0;true;2021;False;False;True;False;False;False;False;30 €;0 €;https://velo.valparisis.fr/;;CA - Val Parisis;58.0;Herblay;65897;Herblay-sur-Seine;95306;CA Val Parisis;2.161359;48.990785;48.990785, 2.161359;"{""coordinates"": [2.161359, 48.990785], ""type"": ""Point""}";522
Hopital Beclere;92.0;TRAM 6,TRAM 10;339;consigne;Hopital Beclere;20;;true;2023;False;False;False;False;False;False;False;30 €;0 €;https://abris-velos.valleesud.fr;;EPT - Vallée Sud Grand Paris;61.0;Hôpital Béclère;423879;Clamart;92023;EPT Vallée Sud Grand Paris;2.25320937660121;48.788263408626;48.788263408626, 2.25320937660121;"{""coordinates"": [2.2532093766, 48.7882634086], ""type"": ""Point""}";511
Hôpital De Montfermeil;93.0;TRAM 4;338;abri;;28;;true - non labellisé;2021;False;False;False;False;False;False;False;;NC;NC;;IDFM;;Hôpital de Montfermeil;73329;Montfermeil;93047;EPT Grand Paris Grand Est;2.571072;48.900719;48.900719, 2.571072;"{""coordinates"": [2.571072, 48.900719], ""type"": ""Point""}";#N/A
Igny;91.0;RER C,TRAIN V;19;consigne;Igny;10;;true;2026;True;True;True;False;True;True;False;30 €;0 €;https://mon-espace.iledefrance-mobilites.fr/souscription-service-parking-velos/19;https://www.iledefrance-mobilites.fr/services-mobilite-alternative/parkings-velos;IDFM;26.0;Igny;63352;Igny;91312;CA Paris Saclay;2.2311849085266;48.740220969142;48.740220969142, 2.2311849085266;"{""coordinates"": [2.23118490853, 48.7402209691], ""type"": ""Point""}";520
Joinville-le-pont;94.0;RER A;1196;abri;;34;;true;2025;False;False;False;False;False;False;False;;NC;NC;;RATP;65.0;Joinville-le-Pont;70640;Joinville-le-Pont;94042;EPT Paris Est Marne et Bois;2.4639426;48.8201822;48.8201822, 2.4639426;"{""coordinates"": [2.4639426, 48.8201822], ""type"": ""Point""}";#N/A
Juziers;78.0;TRAIN J;624;abri;;10;;true;2021;False;False;False;False;False;False;False;;NC;https://idf-mobilites.fr/mantois-parking-velos;;IDFM;35.0;Juziers;65988;Juziers;78327;CU Grand Paris Seine et Oise;1.845908;48.9924521;48.9924521, 1.845908;"{""coordinates"": [1.845908, 48.9924521], ""type"": ""Point""}";#N/A
Juziers;78.0;TRAIN J;348;consigne;Juziers;5;;true - non labellisé;2021;False;False;False;False;False;False;False;;NC;NC;;CU - Grand Paris Seine et Oise;;Juziers;65988;Juziers;78327;CU Grand Paris Seine et Oise;1.84513444832;48.9922412479999;48.9922412479999, 1.84513444832;"{""coordinates"": [1.84513444832, 48.992241248], ""type"": ""Point""}";#N/A
